736.42,28923.63
737.06,28975.65
732.87,28858.94
731.14,28752.8
731.57,28822.17
731.7,28844.88
731.55,28836.63
731.95,28879.48
733.43,28897.97
733.54,28930.11
734.01,28944.93
733.83,28947.1
734.08,28995.13
735.93,29056.96
737.11,29117.19
743.43,29384.97
740.15,29272.47
740.97,29331.74
742.19,29387.07
742.13,29361.77
746.86,29401.66
747.2,29320.7
747.95,29389.48
746.62,29371.23
748.27,29410
747.26,29382.73
745.98,29375.08
744.45,29248.69
746,29333
745.75,29362.3
744.96,29298.87
742.89,29224.86
744.83,29225.05
744.3,29264.87
746.13,29330.84
743.81,29203.62
744.06,29195.25
744.2,29245.59
745.02,29268.84
744.12,29263.79
744.4,29237.49
743.87,29232.9
745.31,29216.03
745.1,29215.89
744.89,29243.06
745.86,29277
745.81,29273.01
746.12,29311.35
744.87,29278.41
744.59,29293.3
743.91,29313.04
744.35,29290.2
746.22,29365.31
745.4,29357.57
745.42,29332.81
742.61,29230.01
742.67,29200.01
741.68,29172.58
742.34,29196.39
742.82,29214.23
742.34,29220.31
741.49,29165.27
740.33,29094.31
742.62,29125.66
742.04,29158.34
741.26,29163.02
741.39,29161.28
740.87,29137.62
741.23,29193.23
741.04,29178.57
741.59,29198.55
740.61,29149.38
740.72,29187.01
742.91,29245.89
741.94,29216.41
742.03,29213.25
740.27,29166.13
739.54,29160.99
737.62,29100
738.65,29155
738.98,29161.28
739.43,29191.88
739.42,29165.81
738.36,29101.37
739.87,29174.35
740.48,29168.01
736.67,29016.58
734.8,28930.89
738.51,29009.42
737.55,29021.57
735.88,29018.83
736.94,29047.79
737.18,29074.04
736.89,29085.49
736.65,29057.91
736.83,29080.2
737.37,29092.84
737.57,29099.81
735.14,29044.25
733.36,29006.5
730.59,28931.48
729.89,28998.77
730.27,29033.93
732.61,29100
731.66,29081.9
727.18,28981.69
729.29,29011.55
729.94,29033.56
730.07,29000.01
731.69,29086.8
731.78,29084.43
732,29126.45
731.24,29113.94
732.59,29157.49
733.31,29181.06
733.79,29257.49
733.59,29265.8
733.14,29226.73
